"uid","plotID","completeDate","subplotID","nestedSubplotID","nestedSubplotArea","variablesOther","percentCoverOther","cameraID","photoID","taxonID","identificationQualifier","percentCoverPlantSpecies","meanHeightPlantSpecies","measuredBy","recordedBy","remarks"
259,"CPER_009",20140528,31,1,1,,,,,"ELEL5",,0.50,12,"D10KJB24","D10LJZ07","percent cover trace"
260,"CPER_009",20140528,31,1,1,,,,,"PASM",,1.00,14,"D10KJB24","D10LJZ07",
261,"CPER_009",20140528,31,1,1,,,,,"ARFR4",,0.50,1,"D10KJB24","D10LJZ07","percent cover trace"
262,"CPER_009",20140528,31,1,1,,,,,"THME","cf. species",0.50,7,"D10KJB24","D10LJZ07","percent cover trace"
263,"CPER_009",20140528,31,1,1,,,,,"BODA2",,0.50,2,"D10KJB24","D10LJZ07","percent cover trace"
264,"CPER_009",20140528,31,1,1,,,,,"CADU6","cf. species",0.50,13,"D10KJB24","D10LJZ07","percent cover trace"
265,"CPER_009",20140528,31,4,1,"Soil",43.00,,,,,,,"D10KJB24","D10LJZ07",
266,"CPER_009",20140528,31,4,1,"Rock",18.00,,,,,,,"D10KJB24","D10LJZ07",
267,"CPER_009",20140528,31,4,1,"Wood",0.00,,,,,,,"D10KJB24","D10LJZ07",
268,"CPER_009",20140528,31,4,1,"Litter",5.00,,,,,,,"D10KJB24","D10LJZ07",
269,"CPER_009",20140528,31,4,1,"Standing Dead",8.00,,,,,,,"D10KJB24","D10LJZ07",
270,"CPER_009",20140528,31,4,1,"Water",0.00,,,,,,,"D10KJB24","D10LJZ07",
271,"CPER_009",20140528,31,4,1,"Lichen",0.00,,,,,,,"D10KJB24","D10LJZ07",
272,"CPER_009",20140528,31,4,1,"Moss",0.00,,,,,,,"D10KJB24","D10LJZ07",
273,"CPER_009",20140528,31,4,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10LJZ07",
274,"CPER_009",20140528,31,4,1,"Scat",0.00,,,,,,,"D10KJB24","D10LJZ07",
275,"CPER_009",20140528,31,4,1,"Overstory",0.00,,,,,,,"D10KJB24","D10LJZ07",
276,"CPER_009",20140528,31,4,1,,,"CAN-D","3109",,,,,"D10KJB24","D10LJZ07",
277,"CPER_009",20140528,31,4,1,,,,,"BOGR2",,26.00,7,"D10KJB24","D10LJZ07",
278,"CPER_009",20140528,31,4,1,,,,,"PASM",,3.00,32,"D10KJB24","D10LJZ07",
279,"CPER_009",20140528,31,4,1,,,,,"CADU6","cf. species",1.00,12,"D10KJB24","D10LJZ07",
280,"CPER_009",20140528,31,4,1,,,,,"VUOC",,0.50,13,"D10KJB24","D10LJZ07","percent cover trace"
281,"CPER_009",20140528,31,4,1,,,,,"3 tooth baby saw",,0.50,3,"D10KJB24","D10LJZ07","unk. Photo 3111, 3112, percent cover trace"
282,"CPER_009",20140528,31,4,1,,,,,"PLPA2",,0.50,4,"D10KJB24","D10LJZ07","percent cover trace"
283,"CPER_009",20140528,31,4,1,,,,,"ARFR4",,0.50,1,"D10KJB24","D10LJZ07","percent cover trace"
284,"CPER_009",20140528,31,4,1,,,,,"SPCO",,1.00,5,"D10KJB24","D10LJZ07",
285,"CPER_009",20140528,31,4,1,,,,,"THFI",,0.50,4,"D10KJB24","D10LJZ07","percent cover trace"
286,"CPER_009",20140528,41,1,1,"Water",0.00,,,,,,,"D10DPB11","D10JEB28",
287,"CPER_009",20140528,41,1,1,"Lichen",0.00,,,,,,,"D10DPB11","D10JEB28",
288,"CPER_009",20140528,41,1,1,"Moss",0.00,,,,,,,"D10DPB11","D10JEB28",
289,"CPER_009",20140528,41,1,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10JEB28",
290,"CPER_009",20140528,41,1,1,"Scat",0.00,,,,,,,"D10DPB11","D10JEB28",
291,"CPER_009",20140528,41,1,1,"Overstory",0.00,,,,,,,"D10DPB11","D10JEB28",
292,"CPER_009",20140528,41,1,1,,,"CAN-D","3117",,,,,"D10DPB11","D10JEB28",
293,"CPER_009",20140528,41,1,1,,,,,"THFI",,1.00,8,"D10DPB11","D10JEB28",
294,"CPER_009",20140528,41,1,1,,,,,"BOGR2",,15.00,6,"D10DPB11","D10JEB28",
295,"CPER_009",20140528,41,1,1,,,,,"SPCO",,1.00,6,"D10DPB11","D10JEB28",
296,"CPER_009",20140528,41,1,1,,,,,"PLPA2",,0.50,4,"D10DPB11","D10JEB28","percent cover trace"
297,"CPER_009",20140528,41,1,1,,,,,"3 tooth baby saw",,0.50,7,"D10DPB11","D10JEB28","percent cover trace"
298,"CPER_009",20140528,41,1,1,,,,,"BODA2",,5.00,4,"D10DPB11","D10JEB28",
299,"CPER_009",20140528,41,1,1,,,,,"CADU6",,0.50,11,"D10DPB11","D10JEB28","percent cover trace"
300,"CPER_009",20140528,41,1,1,,,,,"VUOC",,0.50,7,"D10DPB11","D10JEB28","percent cover trace"
301,"CPER_009",20140528,41,1,1,,,,,"Shiny trippy leaf",,0.50,6,"D10DPB11","D10JEB28","Photo 3120, 3119, percent cover trace"
302,"CPER_009",20140528,41,4,1,"Soil",45.00,,,,,,,"D10DPB11","D10JEB28",
303,"CPER_009",20140528,41,4,1,"Rock",0.00,,,,,,,"D10DPB11","D10JEB28",
304,"CPER_009",20140528,41,4,1,"Wood",0.50,,,,,,,"D10DPB11","D10JEB28","percent cover trace"
305,"CPER_009",20140528,41,4,1,"Litter",11.00,,,,,,,"D10DPB11","D10JEB28",
306,"CPER_009",20140528,41,4,1,"Standing Dead",20.00,,,,,,,"D10DPB11","D10JEB28",
307,"CPER_026",20140529,32,2,1,"Soil",29.00,,,,,,,"D10DPB11","D10LJZ07",
308,"CPER_026",20140529,32,2,1,"Rock",34.00,,,,,,,"D10DPB11","D10LJZ07",
309,"CPER_009",20140528,41,4,1,"Water",0.00,,,,,,,"D10DPB11","D10JEB28",
310,"CPER_009",20140528,41,4,1,"Lichen",0.00,,,,,,,"D10DPB11","D10JEB28",
311,"CPER_009",20140528,41,4,1,"Moss",0.00,,,,,,,"D10DPB11","D10JEB28",
312,"CPER_009",20140528,41,4,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10JEB28",
313,"CPER_009",20140528,41,4,1,"Scat",0.50,,,,,,,"D10DPB11","D10JEB28","percent cover trace"
314,"CPER_009",20140528,41,4,1,"Overstory",0.00,,,,,,,"D10DPB11","D10JEB28",
315,"CPER_009",20140528,41,4,1,,,"CAN-D","3121",,,,,"D10DPB11","D10JEB28",
316,"CPER_009",20140528,41,4,1,,,,,"PLPA2",,0.50,6,"D10DPB11","D10JEB28","percent cover trace"
317,"CPER_009",20140528,41,4,1,,,,,"ARFR4",,0.50,4,"D10DPB11","D10JEB28","percent cover trace"
318,"CPER_009",20140528,41,4,1,,,,,"CRMI5",,2.00,5,"D10DPB11","D10JEB28",
319,"CPER_009",20140528,41,4,1,,,,,"THFI",,12.00,15,"D10DPB11","D10JEB28",
320,"CPER_009",20140528,41,4,1,,,,,"PASM",,5.00,28,"D10DPB11","D10JEB28",
321,"CPER_009",20140528,41,4,1,,,,,"VUOC",,3.00,9,"D10DPB11","D10JEB28",
322,"CPER_009",20140528,41,4,1,,,,,"SPCR",,0.50,7,"D10DPB11","D10JEB28","percent cover trace"
323,"CPER_009",20140528,41,4,1,,,,,"BOGR2",,0.50,5,"D10DPB11","D10JEB28","percent cover trace"
324,"CPER_026",20140529,31,1,1,"Soil",50.00,,,,,,,"D10KJB24","D10JEB28",
325,"CPER_026",20140529,31,1,1,"Rock",1.00,,,,,,,"D10KJB24","D10JEB28",
326,"CPER_026",20140529,31,1,1,"Wood",0.50,,,,,,,"D10KJB24","D10JEB28","precent cover trace"
327,"CPER_026",20140529,31,1,1,"Litter",3.00,,,,,,,"D10KJB24","D10JEB28",
328,"CPER_026",20140529,31,1,1,"Standing Dead",20.00,,,,,,,"D10KJB24","D10JEB28",
329,"CPER_026",20140529,31,1,1,"Water",0.00,,,,,,,"D10KJB24","D10JEB28",
330,"CPER_026",20140529,31,1,1,"Lichen",0.50,,,,,,,"D10KJB24","D10JEB28","percent cover trace"
331,"CPER_026",20140529,31,1,1,"Moss",0.00,,,,,,,"D10KJB24","D10JEB28",
332,"CPER_026",20140529,31,1,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10JEB28",
333,"CPER_026",20140529,31,1,1,"Scat",0.00,,,,,,,"D10KJB24","D10JEB28",
334,"CPER_026",20140529,31,1,1,"Overstory",0.00,,,,,,,"D10KJB24","D10JEB28",
335,"CPER_026",20140529,31,1,1,,,"CAN-D","3125",,,,,"D10KJB24","D10JEB28",
336,"CPER_026",20140529,31,1,1,,,,,"PASM",,5.00,26,"D10KJB24","D10JEB28",
337,"CPER_026",20140529,31,1,1,,,,,"VUOC",,12.00,12,"D10KJB24","D10JEB28",
338,"CPER_026",20140529,31,1,1,,,,,"THFI",,3.00,15,"D10KJB24","D10JEB28",
339,"CPER_026",20140529,31,1,1,,,,,"OPPO",,0.50,7,"D10KJB24","D10JEB28","percent cover trace"
340,"CPER_026",20140529,31,1,1,,,,,"EREF",,1.00,9,"D10KJB24","D10JEB28",
341,"CPER_026",20140529,31,1,1,,,,,"PLPA2",,0.50,9,"D10KJB24","D10JEB28","percent cover trace"
342,"CPER_026",20140529,31,1,1,,,,,"OEAL",,0.50,8,"D10KJB24","D10JEB28","percent cover trace"
343,"CPER_026",20140529,31,1,1,,,,,"CRMI5",,2.00,6,"D10KJB24","D10JEB28",
344,"CPER_026",20140529,31,1,1,,,,,"SPCO",,0.50,6,"D10KJB24","D10JEB28","percent cover trace"
345,"CPER_026",20140529,31,1,1,,,,,"BOGR2",,1.00,4,"D10KJB24","D10JEB28",
346,"CPER_026",20140529,31,1,1,,,,,"CADU6",,0.50,4,"D10KJB24","D10JEB28","percent cover trace"
347,"CPER_026",20140529,31,4,1,"Soil",39.00,,,,,,,"D10KJB24","D10JEB28",
348,"CPER_026",20140529,31,4,1,"Rock",0.50,,,,,,,"D10KJB24","D10JEB28",
349,"CPER_026",20140529,31,4,1,"Wood",0.50,,,,,,,"D10KJB24","D10JEB28",
350,"CPER_026",20140529,31,4,1,"Litter",1.00,,,,,,,"D10KJB24","D10JEB28",
351,"CPER_026",20140529,31,4,1,"Standing Dead",25.00,,,,,,,"D10KJB24","D10JEB28",
352,"CPER_026",20140529,31,4,1,"Water",0.00,,,,,,,"D10KJB24","D10JEB28",
353,"CPER_026",20140529,31,4,1,"Lichen",0.50,,,,,,,"D10KJB24","D10JEB28",
354,"CPER_026",20140529,31,4,1,"Moss",0.00,,,,,,,"D10KJB24","D10JEB28",
355,"CPER_026",20140529,31,4,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10JEB28",
356,"CPER_026",20140529,31,4,1,"Scat",8.00,,,,,,,"D10KJB24","D10JEB28",
357,"CPER_026",20140529,31,4,1,"Overstory",0.00,,,,,,,"D10KJB24","D10JEB28",
358,"CPER_026",20140529,31,4,1,,,"CAN-D","3130",,,,,"D10KJB24","D10JEB28",
359,"CPER_026",20140529,31,4,1,,,,,"VUOC",,17.00,12,"D10KJB24","D10JEB28",
360,"CPER_026",20140529,31,4,1,,,,,"EREF",,3.00,10,"D10KJB24","D10JEB28",
361,"CPER_026",20140529,31,4,1,,,,,"PLPA2",,0.50,7,"D10KJB24","D10JEB28","percent cover trace"
362,"CPER_026",20140529,31,4,1,,,,,"CRMI5",,0.50,9,"D10KJB24","D10JEB28","percent cover trace"
363,"CPER_026",20140529,31,4,1,,,,,"PSTE5",,1.00,13,"D10KJB24","D10JEB28",
364,"CPER_026",20140529,31,4,1,,,,,"LEMO4",,0.50,16,"D10KJB24","D10JEB28","percent cover trace"
365,"CPER_026",20140529,31,4,1,,,,,"BOGR2",,1.00,8,"D10KJB24","D10JEB28",
366,"CPER_026",20140529,31,4,1,,,,,"CADU6",,2.00,15,"D10KJB24","D10JEB28",
367,"CPER_026",20140529,31,4,1,,,,,"LIIN2",,0.50,10,"D10KJB24","D10JEB28","percent cover trace CAN-D 3127/3128"
368,"CPER_026",20140529,31,4,1,,,,,"THFI",,0.50,9,"D10KJB24","D10JEB28","percent cover trace"
369,"CPER_026",20140529,32,2,1,"Wood",0.50,,,,,,,"D10DPB11","D10LJZ07","percent cover trace"
370,"CPER_026",20140529,32,2,1,"Litter",2.00,,,,,,,"D10DPB11","D10LJZ07",
371,"CPER_026",20140529,32,2,1,"Standing Dead",7.00,,,,,,,"D10DPB11","D10LJZ07",
372,"CPER_026",20140529,32,2,1,"Water",0.00,,,,,,,"D10DPB11","D10LJZ07",
373,"CPER_026",20140529,32,2,1,"Lichen",1.00,,,,,,,"D10DPB11","D10LJZ07",
374,"CPER_026",20140529,32,2,1,"Moss",0.00,,,,,,,"D10DPB11","D10LJZ07",
375,"CPER_026",20140529,32,2,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10LJZ07",
376,"CPER_026",20140529,32,2,1,"Scat",0.00,,,,,,,"D10DPB11","D10LJZ07",
377,"CPER_026",20140529,32,2,1,"Overstory",0.00,,,,,,,"D10DPB11","D10LJZ07",
378,"CPER_026",20140529,32,2,1,,,"CAN-D","3123",,,,,"D10DPB11","D10LJZ07",
379,"CPER_026",20140529,32,2,1,,,,,"BOGR2",,20.00,8,"D10DPB11","D10LJZ07",
380,"CPER_026",20140529,32,2,1,,,,,"SPCO",,2.00,5,"D10DPB11","D10LJZ07",
381,"CPER_026",20140529,32,2,1,,,,,"OPPO",,0.50,7,"D10DPB11","D10LJZ07","percent cover trace"
382,"CPER_026",20140529,32,2,1,,,,,"VUOC",,0.50,11,"D10DPB11","D10LJZ07","percent cover trace"
383,"CPER_026",20140529,32,2,1,,,,,"LEMO4",,1.00,9,"D10DPB11","D10LJZ07",
384,"CPER_026",20140529,32,2,1,,,,,"PLPA2",,0.50,6,"D10DPB11","D10LJZ07","percent cover trace"
385,"CPER_026",20140529,32,2,1,,,,,"ELEL5",,4.00,21,"D10DPB11","D10LJZ07",
386,"CPER_026",20140529,32,2,1,,,,,"GUSA2",,1.00,17,"D10DPB11","D10LJZ07",
387,"CPER_026",20140529,32,2,1,,,,,"ARPU9",,0.50,9,"D10DPB11","D10LJZ07","percent cover trace"
388,"CPER_026",20140529,32,4,1,"Soil",60.00,,,,,,,"D10DPB11","D10LJZ07",
389,"CPER_026",20140529,32,4,1,"Rock",1.00,,,,,,,"D10DPB11","D10LJZ07",
390,"CPER_026",20140529,32,4,1,"Wood",0.00,,,,,,,"D10DPB11","D10LJZ07",
391,"CPER_026",20140529,32,4,1,"Litter",1.00,,,,,,,"D10DPB11","D10LJZ07",
392,"CPER_026",20140529,32,4,1,"Standing Dead",15.00,,,,,,,"D10DPB11","D10LJZ07",
393,"CPER_026",20140529,32,4,1,"Water",0.00,,,,,,,"D10DPB11","D10LJZ07",
394,"CPER_026",20140529,32,4,1,"Lichen",0.50,,,,,,,"D10DPB11","D10LJZ07","percent cover trace"
395,"CPER_026",20140529,32,4,1,"Moss",0.00,,,,,,,"D10DPB11","D10LJZ07",
396,"CPER_009",20140528,31,1,1,"Soil",55.00,,,,,,,"D10KJB24","D10LJZ07",
397,"CPER_009",20140528,31,1,1,"Rock",0.00,,,,,,,"D10KJB24","D10LJZ07",
398,"CPER_009",20140528,31,1,1,"Wood",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
399,"CPER_009",20140528,31,1,1,"Litter",6.00,,,,,,,"D10KJB24","D10LJZ07",
400,"CPER_009",20140528,31,1,1,"Standing Dead",12.00,,,,,,,"D10KJB24","D10LJZ07",
401,"CPER_009",20140528,31,1,1,"Water",0.00,,,,,,,"D10KJB24","D10LJZ07",
402,"CPER_009",20140528,31,1,1,"Lichen",0.00,,,,,,,"D10KJB24","D10LJZ07",
403,"CPER_009",20140528,31,1,1,"Moss",0.00,,,,,,,"D10KJB24","D10LJZ07",
404,"CPER_009",20140528,31,1,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10LJZ07",
405,"CPER_009",20140528,31,1,1,"Scat",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
406,"CPER_009",20140528,31,1,1,"Overstory",0.00,,,,,,,"D10KJB24","D10LJZ07",
407,"CPER_009",20140528,31,1,1,,,"CAN-D","3104",,,,,"D10KJB24","D10LJZ07",
408,"CPER_009",20140528,31,1,1,,,,,"VUOC",,11.00,10,"D10KJB24","D10LJZ07",
409,"CPER_009",20140528,31,1,1,,,,,"BOGR2",,10.00,9,"D10KJB24","D10LJZ07",
410,"CPER_009",20140528,31,1,1,,,,,"THFI",,1.00,7,"D10KJB24","D10LJZ07",
411,"CPER_009",20140528,31,1,1,,,,,"PSTE5",,1.00,8,"D10KJB24","D10LJZ07",
412,"CPER_009",20140528,31,1,1,,,,,"SPCO",,1.00,7,"D10KJB24","D10LJZ07",
413,"CPER_026",20140529,32,4,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10LJZ07",
414,"CPER_026",20140529,32,4,1,"Scat",3.00,,,,,,,"D10DPB11","D10LJZ07",
415,"CPER_026",20140529,32,4,1,"Overstory",0.00,,,,,,,"D10DPB11","D10LJZ07",
416,"CPER_026",20140529,32,4,1,,,"CAN-D","3131",,,,,"D10DPB11","D10LJZ07",
417,"CPER_026",20140529,32,4,1,,,,,"CRMI5",,0.50,7,"D10DPB11","D10LJZ07","percent cover trace"
418,"CPER_026",20140529,32,4,1,,,,,"VUOC",,12.00,12,"D10DPB11","D10LJZ07",
419,"CPER_026",20140529,32,4,1,,,,,"BOGR2",,4.00,6,"D10DPB11","D10LJZ07",
420,"CPER_026",20140529,32,4,1,,,,,"PASM",,2.00,23,"D10DPB11","D10LJZ07",
421,"CPER_026",20140529,32,4,1,,,,,"PLPA2",,1.00,8,"D10DPB11","D10LJZ07",
422,"CPER_026",20140529,32,4,1,,,,,"THFI",,0.50,6,"D10DPB11","D10LJZ07","percent cover trace"
423,"CPER_026",20140529,32,4,1,,,,,"SPCO",,0.50,5,"D10DPB11","D10LJZ07","percent cover trace"
424,"CPER_026",20140529,32,4,1,,,,,"Astragalus sp.","cf. species",0.50,2,"D10DPB11","D10LJZ07","percent cover trace - CAN-D 3132, 33, 34 - unk."
425,"CPER_026",20140529,32,4,1,,,,,"PIOP",,0.50,6,"D10DPB11","D10LJZ07","percent cover trace"
426,"CPER_026",20140529,32,4,1,,,,,"CRCIJ","cf. species",0.50,15,"D10DPB11","D10LJZ07","percent cover trace"
427,"CPER_026",20140529,40,1,1,"Soil",70.00,,,,,,,"D10KJB24","D10JEB24",
428,"CPER_026",20140529,40,1,1,"Rock",0.50,,,,,,,"D10KJB24","D10JEB24","percent cover trace"
429,"CPER_026",20140529,40,1,1,"Wood",0.50,,,,,,,"D10KJB24","D10JEB24","percent cover trace"
430,"CPER_026",20140529,40,1,1,"Litter",1.00,,,,,,,"D10KJB24","D10JEB24",
431,"CPER_026",20140529,40,1,1,"Standing Dead",4.00,,,,,,,"D10KJB24","D10JEB24",
432,"CPER_026",20140529,40,1,1,"Water",0.00,,,,,,,"D10KJB24","D10JEB24",
433,"CPER_026",20140529,40,1,1,"Lichen",0.50,,,,,,,"D10KJB24","D10JEB24","percent cover trace"
434,"CPER_026",20140529,40,1,1,"Moss",0.00,,,,,,,"D10KJB24","D10JEB24",
435,"CPER_026",20140529,40,1,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10JEB24",
436,"CPER_026",20140529,40,1,1,"Scat",3.00,,,,,,,"D10KJB24","D10JEB24",
437,"CPER_026",20140529,40,1,1,"Overstory",0.00,,,,,,,"D10KJB24","D10JEB24",
438,"CPER_026",20140529,40,1,1,,,"CAN-D","3137",,,,,"D10KJB24","D10JEB24",
439,"CPER_026",20140529,40,1,1,,,,,"ELEL5",,4.00,13,"D10KJB24","D10JEB24",
440,"CPER_026",20140529,40,1,1,,,,,"VUOC",,8.00,15,"D10KJB24","D10JEB24",
441,"CPER_026",20140529,40,1,1,,,,,"BOGR2",,5.00,9,"D10KJB24","D10JEB24",
442,"CPER_026",20140529,40,1,1,,,,,"THFI",,7.00,15,"D10KJB24","D10JEB24",
443,"CPER_026",20140529,40,1,1,,,,,"CRMI5",,1.00,7,"D10KJB24","D10JEB24",
444,"CPER_026",20140529,40,1,1,,,,,"OEAL",,1.00,6,"D10KJB24","D10JEB24",
445,"CPER_026",20140529,40,1,1,,,,,"SPCO",,0.50,5,"D10KJB24","D10JEB24","percent cover trace"
446,"CPER_026",20140529,40,1,1,,,,,"LYJU",,0.50,9,"D10KJB24","D10JEB24","percent cover trace"
447,"CPER_026",20140529,40,1,1,,,,,"PLPA2",,0.50,10,"D10KJB24","D10JEB24","percent cover trace"
448,"CPER_026",20140529,40,1,1,,,,,"SPCR",,0.50,8,"D10KJB24","D10JEB24","percent cover trace"
449,"CPER_026",20140529,40,1,1,,,,,"LIPU",,0.50,4,"D10KJB24","D10JEB24","percent cover trace - unk."
450,"CPER_026",20140529,40,1,1,,,,,"GUSA2",,0.50,11,"D10KJB24","D10JEB24","percent cover trace"
451,"CPER_026",20140529,41,1,1,"Soil",57.00,,,,,,,"D10DPB11","D10LJZ07",
452,"CPER_026",20140529,41,1,1,"Rock",0.00,,,,,,,"D10DPB11","D10LJZ07",
453,"CPER_026",20140529,41,1,1,"Wood",0.00,,,,,,,"D10DPB11","D10LJZ07",
454,"CPER_026",20140529,41,1,1,"Litter",1.00,,,,,,,"D10DPB11","D10LJZ07",
455,"CPER_026",20140529,41,1,1,"Standing Dead",18.00,,,,,,,"D10DPB11","D10LJZ07",
456,"CPER_026",20140529,41,1,1,"Water",0.00,,,,,,,"D10DPB11","D10LJZ07",
457,"CPER_026",20140529,41,1,1,"Lichen",0.50,,,,,,,"D10DPB11","D10LJZ07","percent cover trace"
458,"CPER_026",20140529,41,1,1,"Moss",0.00,,,,,,,"D10DPB11","D10LJZ07",
459,"CPER_026",20140529,41,1,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10LJZ07",
460,"CPER_026",20140529,41,1,1,"Scat",0.00,,,,,,,"D10DPB11","D10LJZ07",
461,"CPER_026",20140529,41,1,1,"Overstory",0.00,,,,,,,"D10DPB11","D10LJZ07",
462,"CPER_026",20140529,41,1,1,,,"CAN-D","3138",,,,,"D10DPB11","D10LJZ07",
463,"CPER_026",20140529,41,1,1,,,,,"VUOC",,20.00,11,"D10DPB11","D10LJZ07",
464,"CPER_026",20140529,41,1,1,,,,,"CRMI5",,3.00,6,"D10DPB11","D10LJZ07",
465,"CPER_026",20140529,41,1,1,,,,,"BOGR2",,1.00,5,"D10DPB11","D10LJZ07",
466,"CPER_026",20140529,41,1,1,,,,,"CADU6","cf. species",0.50,12,"D10DPB11","D10LJZ07","percent cover trace"
467,"CPER_026",20140529,41,1,1,,,,,"PLPA2",,0.50,7,"D10DPB11","D10LJZ07","percent cover trace"
468,"CPER_026",20140529,41,1,1,,,,,"COUM",,0.50,3,"D10DPB11","D10LJZ07","percent cover trace - unk."
469,"CPER_026",20140529,41,1,1,,,,,"CICA11","cf. species",0.50,8,"D10DPB11","D10LJZ07","percent cover trace"
470,"CPER_026",20140529,41,4,1,"Soil",59.00,,,,,,,"D10DPB11","D10LJZ07",
471,"CPER_026",20140529,41,4,1,"Rock",0.00,,,,,,,"D10DPB11","D10LJZ07",
472,"CPER_026",20140529,41,4,1,"Wood",0.50,,,,,,,"D10DPB11","D10LJZ07","percent cover trace"
473,"CPER_026",20140529,41,4,1,"Litter",3.00,,,,,,,"D10DPB11","D10LJZ07",
474,"CPER_026",20140529,41,4,1,"Standing Dead",15.00,,,,,,,"D10DPB11","D10LJZ07",
475,"CPER_026",20140529,41,4,1,"Water",0.00,,,,,,,"D10DPB11","D10LJZ07",
476,"CPER_026",20140529,41,4,1,"Lichen",0.00,,,,,,,"D10DPB11","D10LJZ07",
477,"CPER_026",20140529,41,4,1,"Moss",0.00,,,,,,,"D10DPB11","D10LJZ07",
478,"CPER_026",20140529,41,4,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10LJZ07",
479,"CPER_026",20140529,41,4,1,"Scat",0.00,,,,,,,"D10DPB11","D10LJZ07",
480,"CPER_026",20140529,41,4,1,"Overstory",0.00,,,,,,,"D10DPB11","D10LJZ07",
481,"CPER_026",20140529,41,4,1,,,"CAN-D","3145",,,,,"D10DPB11","D10LJZ07",
482,"CPER_026",20140529,41,4,1,,,,,"ERNA10",,1.00,10,"D10DPB11","D10LJZ07",
483,"CPER_026",20140529,41,4,1,,,,,"GUSA2",,1.00,14,"D10DPB11","D10LJZ07",
484,"CPER_026",20140529,41,4,1,,,,,"PASM",,6.00,24,"D10DPB11","D10LJZ07",
485,"CPER_026",20140529,41,4,1,,,,,"VUOC",,10.00,10,"D10DPB11","D10LJZ07",
486,"CPER_026",20140529,41,4,1,,,,,"PLPA2",,0.50,7,"D10DPB11","D10LJZ07","percent cover trace"
487,"CPER_026",20140529,41,4,1,,,,,"BOGR2",,2.00,6,"D10DPB11","D10LJZ07",
488,"CPER_026",20140529,41,4,1,,,,,"CADU6",,0.50,10,"D10DPB11","D10LJZ07","percent cover trace"
489,"CPER_026",20140529,41,4,1,,,,,"ECVI",,1.00,4,"D10DPB11","D10LJZ07",
490,"CPER_026",20140529,41,4,1,,,,,"THFI",,0.50,13,"D10DPB11","D10LJZ07","percent cover trace"
491,"CPER_026",20140529,41,4,1,,,,,"Astragalus sp.","cf. species",0.50,8,"D10DPB11","D10LJZ07","percent cover trace - unk."
492,"CPER_026",20140529,41,4,1,,,,,"CRMI5",,0.50,4,"D10DPB11","D10LJZ07","percent cover trace"
1182,"CPER_012",20140610,31,1,1,"Soil",47.00,,,,,,,"D10KJB24","D10LJZ07",
1183,"CPER_012",20140610,31,1,1,"Rock",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1184,"CPER_012",20140610,31,1,1,"Wood",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1185,"CPER_012",20140610,31,1,1,"Litter",2.00,,,,,,,"D10KJB24","D10LJZ07",
1186,"CPER_012",20140610,31,1,1,"Standing Dead",2.00,,,,,,,"D10KJB24","D10LJZ07",
1187,"CPER_012",20140610,31,1,1,"Water",0.00,,,,,,,"D10KJB24","D10LJZ07",
1188,"CPER_012",20140610,31,1,1,"Lichen",0.00,,,,,,,"D10KJB24","D10LJZ07",
1189,"CPER_012",20140610,31,1,1,"Moss",0.00,,,,,,,"D10KJB24","D10LJZ07",
1190,"CPER_012",20140610,31,1,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10LJZ07",
1191,"CPER_012",20140610,31,1,1,"Scat",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1192,"CPER_012",20140610,31,1,1,"Overstory",0.00,,,,,,,"D10KJB24","D10LJZ07",
1193,"CPER_012",20140610,31,1,1,,,"CAN-D","3159",,,,,"D10KJB24","D10LJZ07",
1194,"CPER_012",20140610,31,1,1,,,,,"PLPA2",,1.00,9,"D10KJB24","D10LJZ07",
1195,"CPER_012",20140610,31,1,1,,,,,"CRMI5",,30.00,14,"D10KJB24","D10LJZ07",
1196,"CPER_012",20140610,31,1,1,,,,,"MATA2",,9.00,13,"D10KJB24","D10LJZ07",
1197,"CPER_012",20140610,31,1,1,,,,,"SPCO",,0.50,4,"D10KJB24","D10LJZ07","percent cover trace"
1198,"CPER_012",20140610,31,1,1,,,,,"MUSQ3",,0.50,1,"D10KJB24","D10LJZ07","percent cover trace"
1199,"CPER_012",20140610,31,1,1,,,,,"CADU6","cf. species",1.00,5,"D10KJB24","D10LJZ07",
1200,"CPER_012",20140610,31,1,1,,,,,"CRCR3",,0.50,14,"D10KJB24","D10LJZ07","percent cover trace"
1201,"CPER_012",20140610,31,1,1,,,,,"BODA2",,2.00,2,"D10KJB24","D10LJZ07",
