"uid","plotID","subplotID","nestedSubplotID","nestedSubplotArea","variablesOther","percentCoverOther","cameraID","photoID","taxonID","identificationQualifier","percentCoverPlantSpecies","meanHeightPlantSpecies","measuredBy","recordedBy","remarks"
282,"HARV_059",40,3,1,,,,,"SPAL2",,0.50,19,"D01DRC25","D01GMV31",
283,"HARV_059",40,3,1,,,,,"LYOB",,7.00,18,"D01DRC25","D01GMV31",
284,"HARV_059",40,3,1,,,,,"ACRU",,0.50,8,"D01DRC25","D01GMV31",
285,"HARV_059",40,3,1,,,,,"PRSE2",,0.50,24,"D01DRC25","D01GMV31",
286,"HARV_059",40,3,1,,,,,"MACA4",,0.50,8,"D01DRC25","D01GMV31",
287,"HARV_059",40,3,1,,,,,"PIST",,6.00,36,"D01DRC25","D01GMV31",
288,"HARV_059",41,1,1,,,"EXTRA 2","1256",,,,,"D01GMV31","D01ECM19",
289,"HARV_059",41,1,1,"Wood",2.00,,,,,,,"D01GMV31","D01ECM19",
290,"HARV_059",41,1,1,"Litter",96.00,,,,,,,"D01GMV31","D01ECM19",
291,"HARV_059",41,1,1,"Moss",2.00,,,,,,,"D01GMV31","D01ECM19",
292,"HARV_059",41,1,1,"Overstory",90.00,,,,,,,"D01GMV31","D01ECM19",
293,"HARV_059",41,1,1,,,,,"TRBO2",,6.00,15,"D01GMV31","D01ECM19",
294,"HARV_059",41,1,1,,,,,"MACA4",,0.50,5,"D01GMV31","D01ECM19",
295,"HARV_059",41,1,1,,,,,"LYOB",,2.00,16,"D01GMV31","D01ECM19",
296,"HARV_059",41,1,1,,,,,"ACRU",,0.50,5,"D01GMV31","D01ECM19",
297,"HARV_059",41,1,1,,,,,"QURU",,1.00,14,"D01GMV31","D01ECM19",
298,"HARV_059",41,1,1,,,,,"PIST",,1.00,12,"D01GMV31","D01ECM19","QC: NO ERROR SNI"
299,"HARV_059",41,1,1,,,,,"PRSE2",,1.00,13,"D01GMV31","D01ECM19",
300,"HARV_059",41,1,1,,,,,"RUAL",,0.50,11,"D01GMV31","D01ECM19",
301,"HARV_059",41,4,1,,,"EXTRA 2","1056",,,,,"D01GMV31","D01ECM19",
302,"HARV_059",41,4,1,"Wood",5.00,,,,,,,"D01GMV31","D01ECM19",
303,"HARV_059",41,4,1,"Litter",95.00,,,,,,,"D01GMV31","D01ECM19",
304,"HARV_059",41,4,1,"Lichen",0.50,,,,,,,"D01GMV31","D01ECM19",
305,"HARV_027",31,1,1,,,,,"OXST",,0.50,4,"D01CEG10","D01GMV31",
306,"HARV_027",31,1,1,,,,,"IMCA",,1.00,9,"D01CEG10","D01GMV31","QC: NO ERROR JH"
307,"HARV_027",31,1,1,,,,,"RUHI",,1.00,13,"D01CEG10","D01GMV31",
308,"HARV_027",31,1,1,,,,,"ILVE",,2.00,30,"D01CEG10","D01GMV31",
309,"HARV_027",31,1,1,,,,,"CAREX",,0.50,12,"D01CEG10","D01GMV31",
310,"HARV_027",32,2,1,,,"OLY","0461",,,,,"D01CEG10","D01GMV31",
311,"HARV_027",32,2,1,"Wood",0.50,,,,,,,"D01CEG10","D01GMV31",
312,"HARV_027",32,2,1,"Litter",70.00,,,,,,,"D01CEG10","D01GMV31",
313,"HARV_027",32,2,1,"Moss",28.00,,,,,,,"D01CEG10","D01GMV31",
314,"HARV_027",32,2,1,"Scat",0.50,,,,,,,"D01CEG10","D01GMV31",
315,"HARV_027",32,2,1,"Overstory",80.00,,,,,,,"D01CEG10","D01GMV31",
316,"HARV_027",32,2,1,,,,,"ONSE",,5.00,21,"D01CEG10","D01GMV31",
317,"HARV_027",32,2,1,,,,,"DRMA4",,32.00,46,"D01CEG10","D01GMV31",
318,"HARV_027",32,2,1,,,,,"THNO",,8.00,29,"D01CEG10","D01GMV31",
319,"HARV_027",32,2,1,,,,,"MACA4",,6.00,4,"D01CEG10","D01GMV31",
320,"HARV_027",32,2,1,,,,,"RUHI",,1.00,12,"D01CEG10","D01GMV31",
321,"HARV_027",32,2,1,,,,,"MIRE",,1.00,6,"D01CEG10","D01GMV31","QC: NO ERROR"
322,"HARV_027",32,2,1,,,,,"ACRU",,0.50,5,"D01CEG10","D01GMV31",
323,"HARV_027",32,2,1,,,,,"ARTR",,1.00,18,"D01CEG10","D01GMV31",
324,"HARV_027",32,2,1,,,,,"SYMPH",,0.50,11,"D01CEG10","D01GMV31",
325,"HARV_027",32,2,1,,,,,"CEOR7",,0.50,9,"D01CEG10","D01GMV31",
326,"HARV_027",32,2,1,,,,,"CAREX",,0.50,11,"D01CEG10","D01GMV31",
327,"HARV_027",32,2,1,,,,,"LILYACEA","cf. family",0.50,13,"D01CEG10","D01GMV31","OLYMPUS 0464 TO 0468"
328,"HARV_027",32,4,1,,,"IPHONE 8","1102",,,,,"D01CEG10","D01GMV31",
329,"HARV_027",32,4,1,"Soil",3.00,,,,,,,"D01CEG10","D01GMV31",
330,"HARV_027",32,4,1,"Wood",1.00,,,,,,,"D01CEG10","D01GMV31",
331,"HARV_027",32,4,1,"Litter",92.00,,,,,,,"D01CEG10","D01GMV31",
332,"HARV_027",32,4,1,"Moss",4.00,,,,,,,"D01CEG10","D01GMV31",
333,"HARV_027",41,1,1,"Water",1.00,,,,,,,"D01LEL27","D01GMV31",
334,"HARV_027",41,1,1,"Moss",12.00,,,,,,,"D01LEL27","D01GMV31",
335,"HARV_027",41,1,1,"Other non-vascular",0.50,,,,,,,"D01LEL27","D01GMV31",
336,"HARV_027",41,1,1,"Overstory",70.00,,,,,,,"D01LEL27","D01GMV31",
337,"HARV_027",41,1,1,,,,,"FRAM2",,2.00,18,"D01LEL27","D01GMV31",
338,"HARV_027",41,1,1,,,,,"PAQU2",,3.00,20,"D01LEL27","D01GMV31",
339,"HARV_027",41,1,1,,,,,"ARTR",,1.00,9,"D01LEL27","D01GMV31","QC: NO ERROR JH"
340,"HARV_027",41,1,1,,,,,"TRBO2",,1.00,7,"D01LEL27","D01GMV31",
341,"HARV_027",41,1,1,,,,,"OXST","cf. species",0.50,5,"D01LEL27","D01GMV31",
342,"HARV_027",41,1,1,,,,,"RUHI",,0.50,7,"D01LEL27","D01GMV31",
343,"HARV_027",41,1,1,,,,,"UNK",,0.50,1,"D01LEL27","D01GMV31","""TINY SEEDLING"""
344,"HARV_027",41,1,1,,,,,"BRER2","cf. species",0.50,4,"D01LEL27","D01GMV31",
345,"HARV_027",41,1,1,,,,,"TORA2",,0.50,7,"D01LEL27","D01GMV31",
346,"HARV_027",41,4,1,,,"OLY","0493",,,,,"D01LEL27","D01GMV31",
347,"HARV_027",41,4,1,"Soil",1.00,,,,,,,"D01LEL27","D01GMV31",
348,"HARV_027",41,4,1,"Rock",2.00,,,,,,,"D01LEL27","D01GMV31",
349,"HARV_027",41,4,1,"Wood",3.00,,,,,,,"D01LEL27","D01GMV31",
350,"HARV_027",41,4,1,"Litter",76.00,,,,,,,"D01LEL27","D01GMV31",
351,"HARV_027",41,4,1,"Lichen",0.50,,,,,,,"D01LEL27","D01GMV31","QC: NO ERROR JH"
352,"HARV_027",41,4,1,"Moss",18.00,,,,,,,"D01LEL27","D01GMV31",
353,"HARV_027",41,4,1,"Overstory",95.00,,,,,,,"D01LEL27","D01GMV31",
354,"HARV_027",41,4,1,,,,,"OSCI",,60.00,56,"D01LEL27","D01GMV31",
355,"HARV_027",41,4,1,,,,,"MACA4",,0.50,4,"D01LEL27","D01GMV31",
356,"HARV_027",41,4,1,,,,,"ARTR2",,2.00,14,"D01LEL27","D01GMV31",
357,"HARV_027",41,4,1,,,,,"RUPU",,0.50,23,"D01LEL27","D01GMV31",
358,"HARV_027",41,4,1,,,,,"MIRE",,0.50,6,"D01LEL27","D01GMV31",
359,"HARV_027",41,4,1,,,,,"ACSA3",,1.00,23,"D01LEL27","D01GMV31",
360,"HARV_027",41,4,1,,,,,"ACRU",,0.50,11,"D01LEL27","D01GMV31",
361,"HARV_027",41,4,1,,,,,"BRER2",,0.50,14,"D01LEL27","D01GMV31","QC: NO ERROR JH"
362,"HARV_006",31,1,1,,,"OLY","0505",,,,,"D01DRC25","D01SJH02","QC: No error EME"
363,"HARV_006",31,1,1,"Soil",0.50,,,,,,,"D01DRC25","D01SJH02",
364,"HARV_006",31,1,1,"Wood",1.00,,,,,,,"D01DRC25","D01SJH02",
365,"HARV_006",31,1,1,"Litter",99.00,,,,,,,"D01DRC25","D01SJH02",
366,"HARV_006",31,1,1,"Lichen",0.50,,,,,,,"D01DRC25","D01SJH02",
367,"HARV_006",31,1,1,"Overstory",85.00,,,,,,,"D01DRC25","D01SJH02",
368,"HARV_023",40,1,1,"Wood",0.50,,,,,,,"D01LEL27","D01JRS08",
369,"HARV_023",40,1,1,"Litter",99.00,,,,,,,"D01LEL27","D01JRS08",
370,"HARV_023",40,1,1,"Standing Dead",0.50,,,,,,,"D01LEL27","D01JRS08",
371,"HARV_023",40,1,1,"Lichen",0.50,,,,,,,"D01LEL27","D01JRS08",
372,"HARV_023",40,1,1,"Moss",0.50,,,,,,,"D01LEL27","D01JRS08",
373,"HARV_023",40,1,1,"Overstory",8.00,,,,,,,"D01LEL27","D01JRS08",
374,"HARV_023",40,1,1,,,,,"DEPU2",,8.00,63,"D01LEL27","D01JRS08",
375,"HARV_023",40,1,1,,,,,"RUID",,3.00,39,"D01LEL27","D01JRS08",
376,"HARV_023",40,1,1,,,,,"RUAR7",,2.00,20,"D01LEL27","D01JRS08","QC: No error EME"
377,"HARV_023",40,1,1,,,,,"HYPU","cf. species",0.50,51,"D01LEL27","D01JRS08",
378,"HARV_023",40,1,1,,,,,"MACA4",,4.00,14,"D01LEL27","D01JRS08",
379,"HARV_023",40,1,1,,,,,"PIST",,1.00,19,"D01LEL27","D01JRS08",
380,"HARV_023",40,1,1,,,,,"VEOF2",,2.00,17,"D01LEL27","D01JRS08",
381,"HARV_023",40,1,1,,,,,"TRBO2",,0.50,6,"D01LEL27","D01JRS08","QC: No error EME"
382,"HARV_023",40,1,1,,,,,"POSI2",,0.50,20,"D01LEL27","D01JRS08",
383,"HARV_023",40,1,1,,,,,"CAREX",,0.50,30,"D01LEL27","D01JRS08",
384,"HARV_023",40,3,1,,,"OLY","0546",,,,,"D01LEL27","D01JRS08",
385,"HARV_023",40,3,1,"Wood",0.50,,,,,,,"D01LEL27","D01JRS08",
386,"HARV_023",40,3,1,"Litter",99.00,,,,,,,"D01LEL27","D01JRS08",
387,"HARV_023",40,3,1,"Standing Dead",1.00,,,,,,,"D01LEL27","D01JRS08",
388,"HARV_023",40,3,1,"Lichen",0.50,,,,,,,"D01LEL27","D01JRS08","QC: No error EME"
389,"HARV_023",40,3,1,"Moss",0.50,,,,,,,"D01LEL27","D01JRS08",
390,"HARV_023",40,3,1,"Overstory",70.00,,,,,,,"D01LEL27","D01JRS08",
391,"HARV_023",40,3,1,,,,,"DEPU2",,9.00,67,"D01LEL27","D01JRS08",
392,"HARV_023",40,3,1,,,,,"RUID",,3.00,26,"D01LEL27","D01JRS08",
393,"HARV_023",40,3,1,,,,,"MIRE",,3.00,7,"D01LEL27","D01JRS08",
394,"HARV_023",40,3,1,,,,,"MACA4",,3.00,11,"D01LEL27","D01JRS08",
395,"HARV_023",40,3,1,,,,,"TRBO2",,3.00,11,"D01LEL27","D01JRS08",
396,"HARV_023",40,3,1,,,,,"LOMO2",,0.50,5,"D01LEL27","D01JRS08",
397,"HARV_023",40,3,1,,,,,"ORAS","cf. species",0.50,35,"D01LEL27","D01JRS08",
398,"HARV_023",40,3,1,,,,,"CAREX",,1.00,23,"D01LEL27","D01JRS08",
399,"HARV_023",40,3,1,,,,,"PIST",,1.00,230,"D01LEL27","D01JRS08",
400,"HARV_023",40,3,1,,,,,"CEOR7",,0.50,12,"D01LEL27","D01JRS08",
401,"HARV_023",40,3,1,,,,,"PRPE2",,2.00,48,"D01LEL27","D01JRS08",
402,"HARV_023",40,3,1,,,,,"PYAM",,1.00,8,"D01LEL27","D01JRS08","QC: No error EME"
403,"HARV_023",40,3,1,,,,,"RUHI",,0.50,3,"D01LEL27","D01JRS08",
404,"HARV_023",40,3,1,,,,,"BETH",,0.50,9,"D01LEL27","D01JRS08",
405,"HARV_023",41,1,1,,,"OLY","0539",,,,,"D01LEL27","D01PJN02",
406,"HARV_023",41,1,1,"Wood",3.00,,,,,,,"D01LEL27","D01PJN02",
407,"HARV_023",41,1,1,"Litter",94.00,,,,,,,"D01LEL27","D01PJN02",
408,"HARV_023",41,1,1,"Lichen",2.00,,,,,,,"D01LEL27","D01PJN02",
409,"HARV_023",41,1,1,"Moss",1.00,,,,,,,"D01LEL27","D01PJN02",
410,"HARV_023",41,1,1,"Scat",0.50,,,,,,,"D01LEL27","D01PJN02",
411,"HARV_023",41,1,1,"Overstory",20.00,,,,,,,"D01LEL27","D01PJN02",
412,"HARV_023",41,1,1,,,,,"PRSE2",,9.00,105,"D01LEL27","D01PJN02",
413,"HARV_023",41,1,1,,,,,"MACA4",,8.00,10,"D01LEL27","D01PJN02",
414,"HARV_023",41,1,1,,,,,"MIRE",,6.00,8,"D01LEL27","D01PJN02",
415,"HARV_023",41,1,1,,,,,"TRBO2",,3.00,16,"D01LEL27","D01PJN02",
416,"HARV_023",41,1,1,,,,,"DEPU2",,9.00,54,"D01LEL27","D01PJN02",
417,"HARV_023",41,1,1,,,,,"PIST",,2.00,37,"D01LEL27","D01PJN02",
418,"HARV_023",41,1,1,,,,,"RUAR7",,4.00,15,"D01LEL27","D01PJN02","QC: No error EME"
419,"HARV_023",41,1,1,,,,,"CAREX",,1.00,27,"D01LEL27","D01PJN02",
420,"HARV_023",41,1,1,,,,,"PYAM",,1.00,6,"D01LEL27","D01PJN02",
421,"HARV_023",41,1,1,,,,,"VAPA4",,1.00,18,"D01LEL27","D01PJN02",
422,"HARV_023",41,4,1,,,"OLY","0541",,,,,"D01LEL27","D01PJN02",
423,"HARV_023",41,4,1,"Wood",1.00,,,,,,,"D01LEL27","D01PJN02",
424,"HARV_023",41,4,1,"Lichen",98.00,,,,,,,"D01LEL27","D01PJN02",
425,"HARV_023",41,4,1,"Standing Dead",0.50,,,,,,,"D01LEL27","D01PJN02",
426,"HARV_023",41,4,1,"Lichen",0.50,,,,,,,"D01LEL27","D01PJN02",
427,"HARV_023",41,4,1,"Moss",0.50,,,,,,,"D01LEL27","D01PJN02",
428,"HARV_023",41,4,1,"Other non-vascular",0.50,,,,,,,"D01LEL27","D01PJN02",
429,"HARV_023",41,4,1,"Overstory",1.00,,,,,,,"D01LEL27","D01PJN02",
430,"HARV_023",41,4,1,,,,,"RUID",,2.00,29,"D01LEL27","D01PJN02",
431,"HARV_023",41,4,1,,,,,"MACA4",,10.00,12,"D01LEL27","D01PJN02",
432,"HARV_023",41,4,1,,,,,"MIRE",,0.50,2,"D01LEL27","D01PJN02",
433,"HARV_023",41,4,1,,,,,"TRBL4",,2.00,6,"D01LEL27","D01PJN02","QC: No error EME"
434,"HARV_023",41,4,1,,,,,"DRIN5",,3.00,58,"D01LEL27","D01PJN02",
435,"HARV_023",41,4,1,,,,,"CEOR7",,0.50,17,"D01LEL27","D01PJN02",
436,"HARV_023",41,4,1,,,,,"DEPU2",,15.00,62,"D01LEL27","D01PJN02",
437,"HARV_023",41,4,1,,,,,"ACRU",,0.50,12,"D01LEL27","D01PJN02",
438,"HARV_023",41,4,1,,,,,"COPA5",,1.00,5,"D01LEL27","D01PJN02","PHOTOS 0542 THROUGH 0545"
439,"HARV_023",32,2,1,,,"VEG PHONE","1152",,,,,"D01DRC25","D01GMV31",
440,"HARV_023",32,2,1,"Wood",2.00,,,,,,,"D01DRC25","D01GMV31",
441,"HARV_023",32,2,1,"Litter",94.00,,,,,,,"D01DRC25","D01GMV31","QC: No error EME"
442,"HARV_023",32,2,1,"Standing Dead",4.00,,,,,,,"D01DRC25","D01GMV31",
443,"HARV_023",32,2,1,"Lichen",0.50,,,,,,,"D01DRC25","D01GMV31",
444,"HARV_023",32,2,1,"Moss",0.50,,,,,,,"D01DRC25","D01GMV31",
445,"HARV_023",32,2,1,"Overstory",80.00,,,,,,,"D01DRC25","D01GMV31",
446,"HARV_023",32,2,1,,,,,"MACA4",,1.00,7,"D01DRC25","D01GMV31",
447,"HARV_023",32,2,1,,,,,"MIRE",,2.00,7,"D01DRC25","D01GMV31",
448,"HARV_023",32,2,1,,,,,"TRBO2",,0.50,7,"D01DRC25","D01GMV31",
449,"HARV_023",32,4,1,,,"VEG PHONE","1211",,,,,"D01DRC25","D01GMV31",
450,"HARV_023",32,4,1,"Wood",2.00,,,,,,,"D01DRC25","D01GMV31","QC: No error EME"
451,"HARV_023",32,4,1,"Litter",98.00,,,,,,,"D01DRC25","D01GMV31",
452,"HARV_023",32,4,1,"Lichen",0.50,,,,,,,"D01DRC25","D01GMV31",
453,"HARV_023",32,4,1,"Moss",0.50,,,,,,,"D01DRC25","D01GMV31",
454,"HARV_023",32,4,1,"Overstory",40.00,,,,,,,"D01DRC25","D01GMV31",
455,"HARV_023",32,4,1,,,,,"MACA4",,1.00,8,"D01DRC25","D01GMV31",
456,"HARV_023",32,4,1,,,,,"MIRE",,10.00,8,"D01DRC25","D01GMV31",
457,"HARV_023",32,4,1,,,,,"TRBO2",,1.00,8,"D01DRC25","D01GMV31",
458,"HARV_023",32,4,1,,,,,"FRAM2",,0.50,6,"D01DRC25","D01GMV31",
459,"HARV_023",31,1,1,,,"VEG PHONE","0958",,,,,"D01DRC25","D01GMV31","QC: No error EME"
460,"HARV_023",31,1,1,"Wood",2.00,,,,,,,"D01DRC25","D01GMV31",
461,"HARV_023",31,1,1,"Litter",97.00,,,,,,,"D01DRC25","D01GMV31",
462,"HARV_023",31,1,1,"Standing Dead",0.50,,,,,,,"D01DRC25","D01GMV31",
463,"HARV_023",31,1,1,"Lichen",0.50,,,,,,,"D01DRC25","D01GMV31",
464,"HARV_023",31,1,1,"Moss",1.00,,,,,,,"D01DRC25","D01GMV31",
465,"HARV_023",31,1,1,,,,,"BETH",,30.00,56,"D01DRC25","D01GMV31",
466,"HARV_023",31,1,1,,,,,"MACA4",,5.00,11,"D01DRC25","D01GMV31",
467,"HARV_023",31,1,1,,,,,"MIRE",,0.50,4,"D01DRC25","D01GMV31",
468,"HARV_023",31,1,1,,,,,"DEPU2",,7.00,63,"D01DRC25","D01GMV31",
469,"HARV_023",31,1,1,,,,,"RUID",,5.00,30,"D01DRC25","D01GMV31","QC: No error EME"
470,"HARV_023",31,4,1,,,"VEG PHONE","1039",,,,,"D01DRC25","D01GMV31",
471,"HARV_001",41,1,1,,,,,"PIST",,1.00,57,"D01KMA31","D01NIH14",
472,"HARV_001",41,1,1,,,,,"MACA4",,0.50,4,"D01KMA31","D01NIH14",
473,"HARV_001",41,1,1,,,,,"DEPU2",,0.50,21,"D01KMA31","D01NIH14",
474,"HARV_001",41,1,1,,,,,"TRBO2",,0.50,5,"D01KMA31","D01NIH14",
475,"HARV_001",41,1,1,,,,,"CAREX",,0.50,9,"D01KMA31","D01NIH14",
476,"HARV_001",41,1,1,,,,,"BELE",,5.00,110,"D01KMA31","D01NIH14",
477,"HARV_001",41,1,1,,,,,"VAPA4",,0.50,22,"D01KMA31","D01NIH14",
478,"HARV_001",41,1,1,,,,,"GAPR2",,0.50,3,"D01KMA31","D01NIH14",
479,"HARV_001",41,4,1,,,"OLY","0560",,,,,"D01KMA31","D01NIH14",
480,"HARV_001",41,4,1,"Wood",1.00,,,,,,,"D01KMA31","D01NIH14",
481,"HARV_001",41,4,1,"Litter",99.00,,,,,,,"D01KMA31","D01NIH14",
482,"HARV_001",41,4,1,"Lichen",0.50,,,,,,,"D01KMA31","D01NIH14",
483,"HARV_001",41,4,1,"Moss",0.50,,,,,,,"D01KMA31","D01NIH14",
484,"HARV_001",41,4,1,"Other non-vascular",0.50,,,,,,,"D01KMA31","D01NIH14","QC: No error EME"
485,"HARV_001",41,4,1,"Overstory",99.00,,,,,,,"D01KMA31","D01NIH14",
486,"HARV_001",41,4,1,,,,,"PIST",,5.00,97,"D01KMA31","D01NIH14",
487,"HARV_001",41,4,1,,,,,"GAPR2",,0.50,8,"D01KMA31","D01NIH14",
488,"HARV_001",41,4,1,,,,,"TRBO2",,0.50,4,"D01KMA31","D01NIH14",
489,"HARV_006",31,1,1,,,,,"PIST",,0.50,7,"D01DRC25","D01SJH02",
490,"HARV_006",31,1,1,,,,,"ACRU",,0.50,5,"D01DRC25","D01SJH02",
491,"HARV_006",31,1,1,,,,,"VAPA4",,,,"D01DRC25","D01SJH02","HEIGHT AND PERCENT COVER VALUES MISSING"
492,"HARV_006",31,1,1,,,,,"CAPE6",,,,"D01DRC25","D01SJH02","HEIGHT AND PERCENT COVER VALUES MISSING"
493,"HARV_006",31,4,1,,,"OLY","0507",,,,,"D01DRC25","D01SJH02",
494,"HARV_006",31,4,1,"Wood",0.50,,,,,,,"D01DRC25","D01SJH02",
495,"HARV_006",31,4,1,"Litter",98.00,,,,,,,"D01DRC25","D01SJH02",
496,"HARV_006",31,4,1,"Lichen",0.50,,,,,,,"D01DRC25","D01SJH02",
497,"HARV_006",31,4,1,"Overstory",75.00,,,,,,,"D01DRC25","D01SJH02","QC: No error EME"
498,"HARV_006",31,4,1,,,,,"ACRU",,0.50,5,"D01DRC25","D01SJH02",
499,"HARV_006",31,4,1,,,,,"PIST",,0.50,7,"D01DRC25","D01SJH02",
500,"HARV_006",32,2,1,,,"OLY","0511",,,,,"D01DRC25","D01EJH18",
501,"HARV_006",32,2,1,"Wood",30.00,,,,,,,"D01DRC25","D01EJH18",
502,"HARV_006",32,2,1,"Litter",96.00,,,,,,,"D01DRC25","D01EJH18","ENTRY WAS ERASED PARTIALLY BUT WAS NOT FILLED BACK IN; USING PARTIALLY ERASED VALUE"
503,"HARV_006",32,2,1,"Lichen",1.00,,,,,,,"D01DRC25","D01EJH18",
504,"HARV_006",32,2,1,"Moss",4.00,,,,,,,"D01DRC25","D01EJH18",
505,"HARV_006",32,2,1,"Other non-vascular",1.00,,,,,,,"D01DRC25","D01EJH18",
506,"HARV_006",32,2,1,"Overstory",70.00,,,,,,,"D01DRC25","D01EJH18",
507,"HARV_006",32,2,1,,,,,"ACRU",,0.50,4,"D01DRC25","D01EJH18",
508,"HARV_006",32,2,1,,,,,"QURU",,0.50,11,"D01DRC25","D01EJH18","QC: No error EME"
509,"HARV_006",32,2,1,,,,,"FRAM2",,1.00,14,"D01DRC25","D01EJH18",
510,"HARV_006",32,4,1,,,"OLY","0512",,,,,"D01DRC25","D01EJH18",
511,"HARV_006",32,4,1,"Wood",2.00,,,,,,,"D01DRC25","D01EJH18",
512,"HARV_006",32,4,1,"Litter",99.00,,,,,,,"D01DRC25","D01EJH18",
513,"HARV_006",32,4,1,"Lichen",0.50,,,,,,,"D01DRC25","D01EJH18",
514,"HARV_006",32,4,1,"Moss",0.50,,,,,,,"D01DRC25","D01EJH18",
515,"HARV_006",32,4,1,"Overstory",60.00,,,,,,,"D01DRC25","D01EJH18","QC: No error EME"
516,"HARV_006",32,4,1,,,,,"ACRU",,0.50,,"D01DRC25","D01EJH18","HEIGHT DATA NOT RECORDED"
517,"HARV_006",40,1,1,,,"OLY","0508",,,,,"D01LEL27","D01PJN02",
518,"HARV_006",40,1,1,"Wood",10.00,,,,,,,"D01LEL27","D01PJN02",
519,"HARV_006",40,1,1,"Litter",89.00,,,,,,,"D01LEL27","D01PJN02","LITTER COVER NOT RECORDED; CONSULTED MEASURER FOR RECALLED NUMBER"
520,"HARV_006",40,1,1,"Lichen",0.50,,,,,,,"D01LEL27","D01PJN02",
521,"HARV_006",40,1,1,"Moss",0.50,,,,,,,"D01LEL27","D01PJN02",
522,"HARV_006",40,1,1,"Overstory",95.00,,,,,,,"D01LEL27","D01PJN02",
523,"HARV_006",40,1,1,,,,,"ACRU",,0.50,6,"D01LEL27","D01PJN02",
524,"HARV_006",40,3,1,,,"OLY","0506",,,,,"D01LEL27","D01PJN02",
525,"HARV_006",40,3,1,"Wood",3.00,,,,,,,"D01LEL27","D01PJN02",
526,"HARV_006",40,3,1,"Litter",96.00,,,,,,,"D01LEL27","D01PJN02","QC: No error EME"
527,"HARV_006",40,3,1,"Lichen",1.00,,,,,,,"D01LEL27","D01PJN02",
528,"HARV_006",40,3,1,"Overstory",65.00,,,,,,,"D01LEL27","D01PJN02",
529,"HARV_006",40,3,1,,,,,"ACRU",,0.50,5,"D01LEL27","D01PJN02",
530,"HARV_006",41,1,1,,,"OLY","0509",,,,,"D01LEL27","D01PJN02",
531,"HARV_006",41,1,1,"Wood",7.00,,,,,,,"D01LEL27","D01PJN02",
532,"HARV_006",41,1,1,"Litter",96.00,,,,,,,"D01LEL27","D01PJN02",
533,"HARV_006",41,1,1,"Lichen",4.00,,,,,,,"D01LEL27","D01PJN02",
534,"HARV_006",41,1,1,"Moss",0.50,,,,,,,"D01LEL27","D01PJN02","QC: No error EME"
535,"HARV_006",41,1,1,"Overstory",95.00,,,,,,,"D01LEL27","D01PJN02",
536,"HARV_006",41,1,1,,,,,"ACRU",,0.50,4,"D01LEL27","D01PJN02",
537,"HARV_006",41,4,1,,,"OLY","0510",,,,,"D01LEL27","D01PJN02",
538,"HARV_006",41,4,1,"Wood",2.00,,,,,,,"D01LEL27","D01PJN02",
539,"HARV_006",41,4,1,"Litter",98.00,,,,,,,"D01LEL27","D01PJN02",
540,"HARV_006",41,4,1,"Lichen",0.50,,,,,,,"D01LEL27","D01PJN02",
541,"HARV_006",41,4,1,"Moss",0.50,,,,,,,"D01LEL27","D01PJN02",
542,"HARV_006",41,4,1,"Overstory",85.00,,,,,,,"D01LEL27","D01PJN02",
543,"HARV_006",41,4,1,,,,,"TRBO2",,3.00,15,"D01LEL27","D01PJN02",
544,"HARV_006",41,4,1,,,,,"PIST",,1.00,12,"D01LEL27","D01PJN02",
545,"HARV_006",41,4,1,,,,,"QURU",,1.00,12,"D01LEL27","D01PJN02",
546,"HARV_006",41,4,1,,,,,"ACRU",,0.50,5,"D01LEL27","D01PJN02",
547,"HARV_006",41,4,1,,,,,"MACA4",,0.50,5,"D01LEL27","D01PJN02","QC: No error EME"
548,"HARV_013",40,1,1,,,"OLY","0529",,,,,"D01LEL27","D01PJN02","QC: No Error"
549,"HARV_031",41,1,1,,,"Mammal Phone","0957",,,,,"D01JLU02","D01GMV31",
550,"HARV_031",41,1,1,"Wood",4.00,,,,,,,"D01JLU02","D01GMV31",
551,"HARV_031",41,1,1,"Litter",95.00,,,,,,,"D01JLU02","D01GMV31",
552,"HARV_031",41,1,1,"Lichen",0.50,,,,,,,"D01JLU02","D01GMV31",
553,"HARV_031",41,1,1,"Moss",0.50,,,,,,,"D01JLU02","D01GMV31",
554,"HARV_031",41,1,1,"Overstory",87.00,,,,,,,"D01JLU02","D01GMV31",
555,"HARV_031",41,1,1,,,,,"UVSE",,4.00,18,"D01JLU02","D01GMV31",
556,"HARV_031",41,1,1,,,,,"MACA4",,10.00,10,"D01JLU02","D01GMV31",
557,"HARV_031",41,1,1,,,,,"TRBO2",,3.00,10,"D01JLU02","D01GMV31",
558,"HARV_031",41,1,1,,,,,"ACSA3",,1.00,11,"D01JLU02","D01GMV31",
559,"HARV_031",41,1,1,,,,,"DEPU2",,5.00,26,"D01JLU02","D01GMV31",
560,"HARV_031",41,1,1,,,,,"PRSE2",,0.50,10,"D01JLU02","D01GMV31",
561,"HARV_031",41,4,1,,,"Mammal Phone","1023",,,,,"D01JLU02","D01GMV31",
562,"HARV_031",41,4,1,"Litter",99.00,,,,,,,"D01JLU02","D01GMV31",
563,"HARV_031",41,4,1,"Lichen",0.50,,,,,,,"D01JLU02","D01GMV31","QC: NO ERROR JH"
564,"HARV_031",41,4,1,"Moss",0.50,,,,,,,"D01JLU02","D01GMV31",
