"uid","plotID","subplotID","taxonID","identificationQualifier","measuredBy","recordedBy","remarks"
392,"BART_002","32","BEAL2",,"D01SNI12","D01CAB21",
393,"BART_002","32","PIRU",,"D01SNI12","D01CAB21",
394,"BART_002","32","PLOR4","cf. species","D01SNI12","D01CAB21","QC: NO ERROR JH"
395,"BART_002","41","BEAL2",,"D01SNI12","D01CAB21",
396,"BART_002","41","QURU",,"D01SNI12","D01CAB21",
397,"BART_002","41","SODE3",,"D01SNI12","D01CAB21",
398,"BART_002","41","PIRU",,"D01SNI12","D01CAB21",
399,"BART_002","41","TSCA",,"D01SNI12","D01CAB21",
400,"HARV_005","40","VACO",,"D01GMV31","D01ECM19","QC: No Error"
401,"HARV_005","40","VAPA4",,"D01GMV31","D01ECM19",
402,"HARV_005","40","SORU2",,"D01GMV31","D01ECM19",
403,"HARV_005","40","LYOB",,"D01GMV31","D01ECM19",
404,"HARV_005","40","RUHI",,"D01GMV31","D01ECM19","QC: No Error"
405,"HARV_005","40","FRAM2",,"D01GMV31","D01ECM19",
406,"HARV_005","40","VIOLA",,"D01GMV31","D01ECM19",
407,"HARV_005","40","PRSE2",,"D01GMV31","D01ECM19",
408,"HARV_005","41","TSCA",,"D01EJH18","D01DRC25",
409,"HARV_005","41","AGROS",,"D01EJH18","D01DRC25","QC: No Error"
410,"HARV_005","41","COCO6",,"D01EJH18","D01DRC25",
411,"HARV_005","41","KALA",,"D01EJH18","D01DRC25",
412,"HARV_005","41","KAAN","cf. species","D01EJH18","D01DRC25",
413,"HARV_005","41","ARNU2",,"D01EJH18","D01DRC25",
414,"HARV_005","41","CAREX(2)",,"D01EJH18","D01DRC25",
415,"HARV_005","41","FRAL2",,"D01EJH18","D01DRC25",
416,"HARV_005","41","QUVE",,"D01EJH18","D01DRC25",
417,"HARV_005","41","NYSY",,"D01EJH18","D01DRC25",
418,"HARV_005","41","LYDI3",,"D01EJH18","D01DRC25",
419,"HARV_005","31","VAPA4",,"D01DRC25","D01PJN02",
420,"HARV_005","31","AMAR",,"D01DRC25","D01PJN02","QC: No Error"
421,"HARV_005","31","BELE",,"D01DRC25","D01PJN02",
422,"HARV_005","31","BRER2",,"D01DRC25","D01PJN02",
423,"HARV_005","32","ARNU2",,"D01KAK22","D01PJN02",
424,"HARV_005","32","PIST",,"D01KAK22","D01PJN02",
425,"HARV_005","32","VAAN",,"D01KAK22","D01PJN02","QC: No  Error"
426,"HARV_005","32","QUVE",,"D01KAK22","D01PJN02",
427,"HARV_005","32",,,"D01KAK22","D01PJN02","AMELA"
428,"HARV_005","32","OSCL2",,"D01KAK22","D01PJN02",
429,"HARV_005","32","KAAN",,"D01KAK22","D01PJN02",
430,"HARV_005","32","BELE",,"D01KAK22","D01PJN02","QC: No Error"
431,"HARV_005","32","OSCI",,"D01KAK22","D01PJN02",
432,"BART_003","41","SODE3",,"D01SNI12","D01CAB21",
433,"BART_003","41","QURU",,"D01SNI12","D01CAB21",
434,"BART_003","41","ACSP2",,"D01SNI12","D01CAB21",
435,"BART_003","41","FAGR",,"D01SNI12","D01CAB21",
436,"BART_003","40","COAL2",,"D01CAB21","D01SNI12",
437,"BART_003","40","PRPEP",,"D01CAB21","D01SNI12",
438,"BART_003","40","ACSP",,"D01CAB21","D01SNI12",
439,"BART_003","40","TRER2",,"D01CAB21","D01SNI12",
440,"BART_003","31","TRER3",,"D01LEL27","D01NIH14",
441,"BART_003","31","VILA11",,"D01LEL27","D01NIH14","QC: NO ERROR"
442,"BART_003","31","SOLID","cf. genus","D01LEL27","D01NIH14",
443,"BART_003","31","CAREX",,"D01LEL27","D01NIH14",
444,"BART_003","31","ARNU2",,"D01LEL27","D01NIH14",
445,"BART_003","31","DEPU2",,"D01LEL27","D01NIH14",
446,"BART_003","31","ACSP2","cf. species","D01LEL27","D01NIH14",
447,"BART_003","32","VILA11",,"D01LEL27","D01NIH14",
448,"BART_003","32","SARAR3",,"D01LEL27","D01NIH14",
449,"BART_003","32","BEAL2",,"D01LEL27","D01NIH14",
450,"BART_003","32","PRPEP",,"D01LEL27","D01NIH14",
451,"BART_004","40","TRUN",,"D01CAB21","D01SNI12","QC: NO ERROR"
452,"BART_004","40","MEVI",,"D01CAB21","D01SNI12",
453,"BART_004","40","ACSAS",,"D01CAB21","D01SNI12",
454,"BART_004","40","MIRE",,"D01CAB21","D01SNI12",
455,"BART_004","40","TRBO2",,"D01CAB21","D01SNI12",
456,"BART_004","32","TRUN",,"D01LEL27","D01NIH14",
457,"BART_004","32","DRIN5",,"D01LEL27","D01NIH14",
458,"BART_004","31","HULU2",,"D01LEL27","D01NIH14",
459,"BART_004","31","CAREX",,"D01LEL27","D01NIH14",
460,"BART_004","31","MEVI",,"D01LEL27","D01NIH14",
461,"BART_004","41","TRUN",,"D01LEL27","D01NIH14","QC: NO ERROR"
462,"HARV_058","41","GOPU",,"D01KAK22","D01LEL27",
463,"HARV_058","41","VAAN",,"D01KAK22","D01LEL27",
464,"HARV_058","41","CADE12",,"D01KAK22","D01LEL27","QC: no error EM"
465,"HARV_058","41","CAGL8","cf. species","D01KAK22","D01LEL27",
466,"HARV_058","32","BEPO",,"D01KAK22","D01LEL27",
467,"HARV_058","32","RUHI",,"D01KAK22","D01LEL27","QC: no error EM"
468,"HARV_058","32","PRPE2","cf. species","D01KAK22","D01LEL27",
469,"HARV_058","32","QUVE",,"D01KAK22","D01LEL27",
470,"HARV_058","32","VAPA4",,"D01KAK22","D01LEL27",
471,"HARV_058","32","UNK",,"D01KAK22","D01LEL27","""hairy lig. Curly dead grass""; QC: no error EM"
472,"HARV_058","32","VAAN",,"D01KAK22","D01LEL27",
473,"HARV_058","40","MOUN3",,"D01KAK22","D01LEL27","DEAD LAST YEAR"
474,"HARV_058","40","CHMA3",,"D01KAK22","D01LEL27","QC: no error EM"
475,"HARV_058","40","RUHI",,"D01KAK22","D01LEL27",
476,"HARV_058","40","ACPE",,"D01KAK22","D01LEL27",
477,"HARV_058","40","ARNU2",,"D01KAK22","D01LEL27","QC: no error EM"
478,"HARV_058","40","QUAL",,"D01KAK22","D01LEL27",
479,"HARV_058","40","HAVI4",,"D01KAK22","D01LEL27",
480,"HARV_058","40","QUVE",,"D01KAK22","D01LEL27",
481,"HARV_058","40","COCO6",,"D01KAK22","D01LEL27","QC: no error EM"
482,"HARV_058","40","UVSE",,"D01KAK22","D01LEL27",
483,"HARV_058","40","LOCA7",,"D01KAK22","D01LEL27",
484,"HARV_058","40","STAM",,"D01KAK22","D01LEL27","STREPTOPUS AMPLEXICAULIS"
485,"HARV_058","40","PRPE2","cf. species","D01KAK22","D01LEL27",
486,"HARV_058","40","THNO",,"D01KAK22","D01LEL27",
487,,,,,,,
488,"HARV_022","31","VAPA4",,"D01SNI12","D01LEL27",
489,"HARV_022","31","TSCA",,"D01SNI12","D01LEL27","QC: no error EM"
490,"HARV_022","31","ARNU2",,"D01SNI12","D01LEL27",
491,"HARV_022","31","ACRU",,"D01SNI12","D01LEL27",
492,"HARV_022","31","CAREX",,"D01SNI12","D01LEL27",
493,"HARV_022","31","QUVE",,"D01SNI12","D01LEL27","QC: no error EM"
494,"HARV_022","32","QUAL",,"D01SNI12","D01LEL27",
495,"HARV_022","32","VAPA4",,"D01SNI12","D01LEL27",
496,"HARV_022","32","ILVE",,"D01SNI12","D01LEL27",
497,"HARV_022","32","CAREX",,"D01SNI12","D01LEL27","QC: no error EM"
498,"HARV_022","32","LYOB",,"D01SNI12","D01LEL27",
499,"HARV_022","32","COCO6",,"D01SNI12","D01LEL27",
500,"HARV_022","32","DRIN5",,"D01SNI12","D01LEL27",
501,"HARV_022","32","VINUC",,"D01SNI12","D01LEL27","QC: no error EM"
502,"HARV_022","41","QUAL",,"D01SNI12","D01LEL27",
503,"HARV_022","41","DRCA11",,"D01SNI12","D01LEL27",
504,"HARV_058","31","TSCA",,"D01KAK22","D01LEL27","QC: no error EM"
505,"HARV_058","31","HAVI4",,"D01KAK22","D01LEL27",
506,"HARV_058","31","PRPE2","cf. species","D01KAK22","D01LEL27","QC: changed taxonID from PRPEP2 to PRPE2"
507,"HARV_058","31","carex",,"D01KAK22","D01LEL27",
508,"HARV_058","31","COCO6",,"D01KAK22","D01LEL27",
509,"HARV_058","31","ARNU2",,"D01KAK22","D01LEL27",
510,"HARV_058","31","BELE",,"D01KAK22","D01LEL27",
511,"HARV_058","31","LYOB",,"D01KAK22","D01LEL27","QC: no error EM"
512,"HARV_058","31","RUHI",,"D01KAK22","D01LEL27",
513,"HARV_058","41","QUAL",,"D01KAK22","D01LEL27",
514,"HARV_058","41","PRPE2",,"D01KAK22","D01LEL27","QC: no error EM"
515,"HARV_022","41","BELE",,"D01SNI12","D01LEL27","QC: no error EM"
516,"HARV_022","41","VINUC",,"D01SNI12","D01LEL27",
517,"HARV_022","41","GOTE",,"D01SNI12","D01LEL27",
518,"HARV_022","40","PRSE2",,"D01SNI12","D01LEL27","QC: no error EM"
519,"HARV_022","40","LYCL",,"D01SNI12","D01LEL27",
520,"HARV_022","40","CAREX2",,"D01SNI12","D01LEL27",
521,"HARV_022","40","ACRU",,"D01SNI12","D01LEL27","QC: no error EM"
522,"HARV_022","40","POPA5",,"D01SNI12","D01LEL27",
523,"HARV_022","40","SOAM3",,"D01SNI12","D01LEL27",
524,"HARV_022","40","COCO6",,"D01SNI12","D01LEL27","QC: no error EM"
525,"HARV_022","40","ILVE",,"D01SNI12","D01LEL27",
526,"BART_001","31","FAGR",,"D01LEL27","D01NIH14","WATER IN NW CORNER OF PLOT; QC: no error"
527,"BART_001","31","BEAL2",,"D01LEL27","D01NIH14",
528,"BART_001","31","ACSAS",,"D01LEL27","D01NIH14",
529,"BART_001","31","IMCA",,"D01LEL27","D01NIH14","QC: no error"
530,"BART_001","31","HULU2",,"D01LEL27","D01NIH14",
531,"BART_001","32","DRCA11","cf. species","D01LEL27","D01NIH14","QC: no error EM"
532,"BART_001","41","HULU2",,"D01LEL27","D01NIH14",
533,"BART_001","41","ABBA",,"D01LEL27","D01NIH14","QC: no error EM"
534,"BART_001","41","LOCA7",,"D01LEL27","D01NIH14","4 PHOTOS - 0955"
535,"BART_001","40","OCAC","cf. genus","D01LEL27","D01NIH14",
536,"BART_001","40","IMCA",,"D01LEL27","D01NIH14","PHOTO IPHONE 8 AT 1024; QC: no error EM"
537,"BART_001","40","PHCO24",,"D01LEL27","D01NIH14",
538,"BART_001","40","DRIN5",,"D01LEL27","D01NIH14","QC: no error EM"
539,"BART_001","41","ARNU2",,"D01LEL27","D01NIH14","QC: this row added EM"
