uid,plotID,subplotID,nestedSubplotID,nestedSubplotArea,variablesOther,percentCoverOther,cameraID,photoID,taxonID,identificationQualifier,percentCoverPlantSpecies,meanHeightPlantSpecies,measuredBy,recordedBy,remarks
185,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,GUTIE,cf. genus,1,21,D15RAS17,D15MSG14,
186,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,PSSP6,,4,60,D15RAS17,D15MSG14,
187,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,ARTR2,,17,31,D15WDS27,D15RAS17,
188,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,BRTE,,0.5,17,D15WDS27,D15RAS17,
189,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,PHHO,,0.5,5,D15WDS27,D15RAS17,
190,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,POSE,,0.5,22,D15WDS27,D15RAS17,
191,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,EROV,,0.5,1,D15WDS27,D15RAS17,
192,ONAQ_007,41,4,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,ADLE,,0.5,4,D15RAS17,D15MSG14,
193,ONAQ_019,31,4,1,Soil,75,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,,,,,D15RAS17,D15WDS27,
194,ONAQ_019,31,1,1,Soil,74,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
